timestamp,distance,vx,vy,vz,x,y
48.17778968811035,107.68936809174804,-2.324333333333333,-12.967333333333332,30,14,179
48.19830918312073,107.68936809174804,-2.344283333313205,-13.078633333221038,30,14,179
48.21849870681763,98.41239759298622,-1.1644433333173123,-12.338153333265762,29.2,22,169
48.23881936073303,98.41239759298622,-1.1738933333261135,-12.441053333361594,29.2,22,169
48.360119342803955,96.5090669315583,2.0796666666666668,-11.621666666666666,24.4,25,143
48.38022232055664,90.79647570252934,1.4931066666449575,-11.122466666503847,24.4,30,148
48.400397300720215,90.79647570252934,1.505706666656692,-11.216966666591857,24.4,30,148
48.420822620391846,90.79647570252934,1.5191466666594302,-11.317766666612393,24.4,30,148
48.44134998321533,78.40918313565064,1.0565066666527807,-10.04702666654756,24.4,42,152
48.46160268783569,78.40918313565064,1.065466666654606,-10.134386666565357,24.4,42,152
48.48178172111511,78.40918313565064,1.0744266666564315,-10.221746666583154,24.4,42,152
48.5022988319397,63.953107821277925,1.458296666647288,-8.55845666653079,24.4,57,149
48.52251672744751,63.953107821277925,1.4698466666580448,-8.624606666592395,23.2,57,149
48.54299974441528,53.36665625650534,1.603286666660783,-7.362846666604262,23.2,68,148
48.563451290130615,53.36665625650534,1.6293266666508086,-7.475686666561039,23.2,68,148
48.58385515213013,53.36665625650534,1.6427666666535465,-7.533926666572904,23.2,68,148
48.60462403297424,44.553338819890925,1.050606666655144,-6.623206666582943,23.2,76,153
48.62514877319336,44.553338819890925,1.0657966666493255,-6.71868666654637,23.2,76,153
48.64535856246948,44.553338819890925,1.0731466666561706,-6.764886666589397,23.2,76,153
48.665878772735596,36.0,0.23314666665617068,-5.845206666597612,23.2,84,160
48.68618869781494,29.154759474226502,-0.30700000000000005,-2.967666666666667,23.2,91,163
48.70666527748108,29.154759474226502,-0.31350999999750645,-3.030596666642562,23.2,91,163
48.72701859474182,29.154759474226502,-0.31686999999819093,-3.063076666649179,23.2,91,163
48.74734926223755,29.154759474226502,-0.3200200000011246,-3.093526666677538,22.0,91,163
48.76752805709839,23.0,-0.020020000001124576,-2.5434366666584203,22.0,97,160
48.78780150413513,23.0,-0.020020000001124576,-2.569196666663668,22.0,97,160
48.80814218521118,18.973665961010276,0.5867000000002446,-2.0893566666677748,22.0,102,154
48.82831311225891,16.64331697709324,0.9062299999927637,-1.7197366666561382,24.4,106,151
48.84884762763977,16.64331697709324,0.9163099999948172,-1.7354166666593325,24.4,106,151
48.86916399002075,16.64331697709324,0.9257600000036182,-1.750116666673023,24.4,106,151
48.88943290710449,14.317821063276353,0.32911999999819097,-1.7657966666476956,24.4,106,157
48.90960693359375,14.317821063276353,0.33563000000180915,-1.7961766666645806,24.4,106,157
48.929802894592285,14.317821063276353,0.3389900000024937,-1.811856666667775,22.0,106,157
48.949838399887085,18.0,0.03899000000249363,-2.230756666648706,22.0,102,160
48.970107555389404,18.0,0.03899000000249363,-2.27107666665692,22.0,102,160
48.99019265174866,18.0,0.03899000000249363,-2.2899766666745225,22.0,102,160
49.01028919219971,22.360679774997898,0.44346999999525727,-2.7146166666347225,22.0,98,156
49.030797719955444,22.360679774997898,0.45215000000008154,-2.7623566666612556,22.0,98,156
49.05118775367737,29.732137494637012,1.0633500000023632,-3.3937166666676446,22.0,92,150
49.0714590549469,29.732137494637012,1.0738499999917694,-3.423116666637982,22.0,92,150
49.09157657623291,29.732137494637012,1.0850499999940513,-3.454476666644371,22.0,92,150
49.11214232444763,30.01666203960727,1.8349999999999997,-3.1806666666666668,22.0,94,145
49.132394552230835,26.1725046566048,1.842,-1.9443333333333335,20.799999999999997,101,142
49.15271854400635,26.1725046566048,1.8609000000176021,-1.9642833333519134,20.799999999999997,101,142
49.172741174697876,26.1725046566048,1.9012200000258164,-2.006843333360584,20.799999999999997,101,142
49.19293284416199,26.1725046566048,1.9201200000067475,-2.0267933333404557,20.799999999999997,101,142
49.21311712265015,21.18962010041709,0.8279600000083447,-2.149193333345019,20.799999999999997,100,153
49.233595848083496,21.18962010041709,0.8358000000099419,-2.1715933333495827,19.6,100,153
49.253735303878784,21.18962010041709,0.8509900000041235,-2.2149933333329583,19.6,100,153
49.27394509315491,21.18962010041709,-0.5563600000027218,-2.2359933333525164,19.6,100,167
49.294281244277954,21.18962010041709,-0.564200000004319,-2.2583933333570796,19.6,100,167
49.31459307670593,20.396078054371138,-0.2728800000009942,-2.3017933333404557,19.6,100,164
49.33475208282471,20.396078054371138,-0.27736000000190686,-2.3241933333450193,18.4,100,164
49.35493183135986,19.0,0.12263999999809314,-2.245473333349355,18.4,101,160
49.37501001358032,19.0,0.12263999999809314,-2.286703333333562,18.4,101,160
49.39504289627075,19.4164878389476,1.23419000000885,-2.003503333349208,18.4,104,149
49.415215253829956,19.4164878389476,1.2465100000113598,-2.0214233333528586,18.4,104,149
49.43525815010071,19.4164878389476,1.25883000001387,-2.0393433333565096,19.6,104,149
49.455865144729614,20.12461179749811,1.9978899999989082,-1.3588733333490286,19.6,111,142
49.47611975669861,20.12461179749811,2.018050000003015,-1.3689533333510822,19.6,111,142
49.496386766433716,20.12461179749811,2.0369500000206173,-1.378403333359883,19.6,111,142
49.51666879653931,20.12461179749811,2.0760100000056556,-1.3979333333524022,19.6,111,142
49.53676795959473,18.027756377319946,1.9950500000095346,-1.1046533333537714,18.4,114,143
49.557008266448975,18.027756377319946,2.0140900000134137,-1.1113733333551403,18.4,114,143
49.577319622039795,13.0,1.526690000000701,-1.0166233333498433,18.4,115,148
49.59737014770508,13.0,1.5535700000061772,-1.0278233333521252,18.4,115,148
