Timestamp(ms),x,y
12491.694927215576,221,185
12520.333290100098,221,187
12548.901796340942,222,189
12582.399129867554,222,189
12613.023042678833,223,192
12641.160249710083,224,195
12671.26202583313,224,195
12701.456308364868,225,198
12732.112407684326,225,198
12762.50410079956,226,200
12793.501853942871,226,200
12823.135375976562,227,202
12853.727340698242,228,204
12882.668495178223,228,204
12914.360046386719,228,206
12945.723295211792,228,206
12975.818872451782,228,207
13008.116006851196,228,209
13039.707660675049,228,209
13069.854497909546,228,211
13100.936889648438,228,213
13129.515647888184,228,213
13160.130739212036,228,215
13191.781997680664,228,215
13220.373392105103,228,216
13250.040531158447,228,217
13280.221700668335,228,218
13310.051441192627,228,218
13342.574119567871,228,218
13374.347448348999,228,218
13405.64751625061,228,219
13437.628746032715,228,219
13469.337224960327,227,220
13501.091957092285,227,221
13533.252000808716,227,221
13564.434051513672,227,222
13595.817804336548,227,223
13627.520561218262,227,223
13658.161878585815,226,224
13687.73865699768,226,224
13715.303421020508,225,224
13746.385335922241,225,224
13776.258945465088,225,223
13805.825471878052,225,224
13835.986375808716,225,224
13865.948677062988,225,225
13897.946834564209,225,225
13931.477546691895,224,225
13956.14504814148,223,226
13989.330530166626,223,226
14021.41785621643,223,226
14050.400972366333,223,227
14082.11088180542,223,227
14115.413904190063,222,227
14145.867586135864,222,227
14176.044940948486,221,227
14206.609964370728,220,228
14237.01810836792,220,228
14270.26391029358,220,228
14303.37643623352,219,227
14330.69634437561,219,227
14359.428405761719,218,226
14391.780614852905,218,226
14421.943187713623,218,225
14452.534437179565,217,225
14480.67331314087,217,225
14513.008117675781,216,226
14541.70536994934,216,226
14572.697401046753,216,226
14600.36849975586,214,226
14631.988763809204,214,226
14660.496234893799,214,226
14693.931818008423,214,226
14723.021268844604,213,227
14753.10730934143,212,227
14783.939599990845,212,227
14812.582969665527,210,227
14844.166278839111,207,225
14874.171495437622,207,225
14902.72831916809,205,225
14933.849096298218,205,225
14962.938785552979,204,225
14994.022846221924,202,224
15024.326801300049,202,224
15053.2066822052,200,224
15085.17599105835,200,224
15119.57836151123,198,223
15149.075269699097,196,223
15177.744626998901,196,223
15209.608554840088,194,222
15240.64040184021,192,221
15270.761251449585,192,221
15300.870895385742,190,221
15331.173419952393,190,221
15361.364603042603,188,220
15392.240762710571,186,218
15422.942399978638,186,218
15452.553987503052,184,217
15481.198072433472,184,217
15513.99040222168,182,217
15544.483184814453,180,216
15574.729919433594,180,216
15605.317115783691,177,214
15636.373043060303,177,214
15668.017387390137,175,213
15698.838710784912,172,211
15730.786085128784,172,211
15761.913537979126,169,209
15792.494297027588,169,209
15821.267366409302,166,207
15852.34546661377,164,205
15883.773565292358,164,205
15914.17145729065,162,203
15946.117162704468,159,201
15978.748083114624,159,201
16010.464191436768,157,199
16043.966054916382,155,198
16075.23488998413,155,198
16105.506420135498,153,197
16137.137651443481,153,197
16171.40245437622,152,195
16202.076435089111,150,193
16234.118938446045,150,193
16266.717672348022,147,191
16297.21188545227,145,188
16329.50496673584,145,188
16360.970497131348,142,185
16390.950918197632,140,183
16422.29175567627,140,183
16452.803373336792,138,181
16483.036279678345,138,181
16516.763925552368,135,179
16545.96519470215,133,177
16578.7193775177,133,177
16610.44716835022,132,175
16638.997316360474,130,173
16669.64101791382,130,173
16700.135231018066,129,170
16730.881452560425,129,170
16761.39521598816,127,168
16791.987419128418,126,165
16821.763038635254,126,165
16851.94706916809,124,162
16881.380558013916,124,162
16912.930488586426,122,159
24917.81234741211,232,42
24949.655532836914,231,44
24980.803966522217,231,44
25012.403964996338,230,45
25043.986558914185,228,46
25072.779417037964,228,46
25106.67085647583,227,47
25135.47658920288,227,47
25165.88544845581,225,47
25195.059776306152,224,47
25224.658489227295,224,47
25255.894660949707,223,48
25287.235975265503,221,49
25319.115161895752,221,49
25350.139379501343,220,49
25379.489183425903,220,49
25409.39950942993,219,49
25442.660570144653,218,50
25473.769426345825,218,50
25502.864122390747,217,51
25532.98044204712,217,51
25561.589002609253,216,51
25594.024419784546,215,52
25623.682975769043,215,52
25653.812885284424,213,52
25683.96043777466,213,52
25714.277505874634,212,52
25745.941400527954,212,52
25774.585723876953,211,53
25804.77786064148,210,53
25834.961652755737,210,53
25864.593982696533,209,53
25896.49224281311,209,53
25925.6374835968,207,54
25955.209255218506,206,55
25986.910343170166,206,55
26020.582675933838,204,55
26050.42004585266,203,54
26080.567359924316,203,54
26112.399101257324,199,54
26143.950700759888,199,54
26175.835132598877,196,54
26205.066919326782,194,54
26235.19730567932,194,54
26265.355587005615,191,54
26297.55187034607,188,56
26328.726768493652,188,56
26358.665943145752,187,57
26391.530513763428,185,58
26422.858238220215,185,58
26452.624320983887,183,59
26482.393503189087,183,59
26512.526035308838,182,60
26542.659997940063,182,60
26572.848558425903,180,61
26604.151964187622,179,62
26637.19391822815,179,62
26667.376279830933,177,64
26701.179265975952,177,64
26728.71470451355,176,66
26762.150287628174,174,68
26792.287349700928,174,68
26820.94144821167,172,70
26851.16720199585,170,72
26880.855798721313,170,72
26910.982131958008,167,74
26943.214893341064,167,74
26973.061084747314,165,76
27004.57739830017,163,79
27036.39245033264,163,79
27066.446542739868,162,81
27099.440813064575,159,83
27129.15015220642,159,83
27158.928394317627,157,86
27192.192316055298,157,86
27234.793186187744,156,88
27260.35761833191,155,90
27300.67753791809,153,93
27330.965757369995,153,93
27361.812591552734,151,95
27391.035079956055,151,95
27421.84543609619,149,98
27452.181577682495,146,100
27481.340408325195,146,100
27510.09249687195,145,103
27544.044733047485,145,103
27573.28748703003,143,106
27602.80203819275,141,108
27632.972717285156,141,108
27663.31911087036,139,110
27695.308446884155,139,110
27725.521326065063,137,112
27755.499124526978,136,114
27787.303686141968,136,114
27819.249153137207,134,117
27850.770711898804,133,119
27882.457494735718,133,119
27912.662506103516,131,121
27946.154594421387,131,121
27976.51958465576,129,124
28008.92686843872,128,127
28039.0682220459,128,127
28067.819833755493,126,129
28097.424745559692,125,132
28128.50546836853,125,132
28157.197952270508,123,134
28190.508365631104,123,134
28222.455739974976,122,137
28252.30360031128,120,139
28283.575773239136,118,142
28314.90921974182,118,142
28347.716569900513,118,144
28379.41288948059,118,144
28410.58373451233,117,147
28444.042682647705,116,150
28473.78706932068,116,150
28504.902124404907,115,153
28535.134077072144,115,153
28565.05823135376,114,156
28595.789432525635,113,158
28626.95622444153,113,158
28656.129837036133,111,160
28686.562061309814,111,160
28716.69578552246,110,162
28747.028350830078,110,165
28777.178287506104,110,165
28806.915521621704,109,166
28835.812091827393,109,166
28868.905067443848,109,169
28898.73743057251,108,171
28930.267572402954,108,171
28962.970733642578,108,174
28993.388414382935,107,176
29025.13837814331,107,176
29057.656049728394,106,178
29087.36300468445,106,178
29117.568492889404,106,180
29148.26726913452,104,182
29178.790807724,104,182
29210.51287651062,103,184
29241.607189178467,102,187
29271.84748649597,102,187
29301.798582077026,102,189
29333.898544311523,102,189
29367.39230155945,101,191
29397.484302520752,101,193
29429.340362548828,101,193
29459.50412750244,100,194
29491.349458694458,100,194
29520.976543426514,100,195
29551.23996734619,100,197
29580.59525489807,100,197
29611.860036849976,100,199
29642.56477355957,100,200
29674.18122291565,100,200
29705.097436904907,98,203
29734.24983024597,98,203
29763.84139060974,96,207
29794.641733169556,95,210
29825.406312942505,95,210
29856.978178024292,96,209
29888.79680633545,96,209
29920.734167099,98,208
29953.95016670227,98,207
29985.37015914917,98,207
30017.36831665039,98,206
30048.796892166138,99,206
30079.28419113159,99,206
30111.01222038269,99,205
30141.303300857544,99,205
30172.049283981323,100,204
30202.584981918335,100,204
30232.2039604187,100,204
30262.94469833374,101,204
30293.476819992065,101,204
30324.35655593872,101,204
30354.634284973145,102,204
30388.173818588257,102,204
30419.14987564087,102,204
30449.32198524475,103,204
30479.532957077026,103,204
30510.095357894897,103,204
30539.98112678528,103,204
30571.038007736206,103,204
30600.290060043335,103,203
30633.389234542847,103,203
30662.489652633667,103,202
30692.863702774048,103,202
30723.979949951172,104,202
30752.56037712097,104,201
30783.249616622925,104,201
30812.872409820557,104,200
30843.027591705322,105,200
30873.137950897217,105,200
30902.99367904663,105,200
30932.647943496704,105,200
30963.672637939453,106,199
30993.865489959717,106,198
31024.50442314148,106,198
31054.622173309326,106,197
31084.322452545166,106,197
31115.34309387207,105,197
31146.43168449402,105,195
31177.050352096558,105,195
31206.35199546814,105,195
31236.640691757202,105,195
31266.89076423645,105,193
31297.054052352905,105,192
31327.340602874756,105,192
31358.07704925537,105,191
31387.720108032227,105,191
31417.823791503906,104,191
31447.89481163025,104,189
31478.783130645752,104,189
31509.652853012085,104,188
31540.669202804565,104,188
31570.942878723145,104,188
31601.42493247986,103,187
31632.21025466919,103,187
31661.946058273315,103,187
31692.166805267334,103,187
31723.898887634277,103,186
31752.219200134277,102,186
31782.846450805664,102,186
31812.986612319946,102,185
31843.122959136963,102,183
31874.659538269043,102,183
31903.89657020569,102,183
31934.584617614746,102,183
31965.59476852417,102,182
31997.04146385193,102,181
32028.71584892273,102,181
32058.03155899048,101,180
32088.123083114624,101,180
32118.2279586792,101,179
32148.60701560974,101,178
32178.818702697754,101,178
32208.97388458252,101,176
32240.808725357056,101,176
32269.848346710205,101,175
32300.03595352173,101,174
32330.24787902832,101,174
32360.38303375244,101,172
32390.488862991333,100,171
32420.547485351562,100,171
32450.926780700684,100,169
32481.121301651,100,169
32511.32345199585,100,168
32541.04733467102,100,168
32573.042392730713,100,167
32601.869583129883,100,166
32633.976936340332,100,166
32662.93215751648,100,164
32694.10514831543,100,164
32724.287033081055,99,163
32753.37505340576,99,163
32787.90497779846,99,163
32815.83905220032,100,161
32846.73762321472,99,160
32878.543853759766,99,160
32908.766984939575,100,158
32938.41862678528,100,158
32970.20697593689,101,157
32998.859882354736,101,155
33029.04677391052,101,155
33059.21959877014,101,153
33089.39456939697,101,153
33120.28741836548,101,152
33150.442361831665,101,150
33180.54795265198,101,150
33210.68739891052,102,150
33241.01972579956,102,149
33270.59316635132,102,149
33300.910234451294,102,148
33331.10475540161,102,148
33362.9310131073,102,148
33395.8842754364,102,146
33426.35679244995,102,146
33456.55393600464,102,143
33486.111879348755,102,143
33519.181966781616,103,141
33550.02498626709,103,141
33581.07829093933,103,141
33612.07437515259,103,141
33642.22526550293,102,142
33672.37377166748,102,142
33702.56567001343,102,142
33732.7094078064,102,142
33762.66002655029,102,142
33794.00420188904,102,142
33825.06704330444,102,142
33855.839014053345,101,141
33885.6999874115,101,141
33915.95530509949,102,141
33945.76811790466,102,140
33976.749420166016,102,140
34006.91795349121,102,140
34036.76915168762,102,140
34066.89977645874,102,139
34096.70352935791,102,139
34129.61959838867,102,139
34159.85918045044,103,139
34190.33718109131,103,139
34220.680475234985,103,138
34251.40333175659,104,138
34281.83817863464,104,138
34312.01076507568,104,138
34342.679262161255,104,138
34371.7942237854,104,138
34401.56102180481,103,137
34432.46793746948,103,137
34462.43166923523,103,136
34492.98000335693,103,136
34523.11658859253,103,136
34552.79564857483,103,136
34582.32307434082,103,136
34612.57266998291,103,135
34643.04804801941,103,135
34673.26903343201,103,135
34703.48882675171,103,136
34734.31897163391,103,136
34764.28008079529,103,136
34796.061754226685,103,135
34827.86846160889,103,135
34859.62724685669,103,135
34891.38889312744,103,135
34925.27532577515,104,135
34955.2161693573,104,134
34987.89167404175,104,134
35019.293546676636,104,134
35048.16389083862,104,133
35078.36651802063,104,133
35108.224630355835,105,132
35137.18390464783,105,132
35168.75505447388,106,132
35200.73366165161,106,131
35232.45096206665,106,131
35264.7340297699,107,131
35294.397592544556,107,131
35324.98908042908,107,131
35356.8229675293,107,131
35387.0530128479,107,131
35418.737173080444,108,131
35447.410583496094,108,131
35478.6319732666,108,131
35507.26389884949,108,131
35538.475036621094,108,131
35568.74656677246,108,131
35598.85382652283,109,130
35629.35948371887,109,130
35659.55996513367,109,130
35689.404010772705,109,130
35719.56372261047,110,130
35749.29451942444,110,130
35781.57162666321,110,130
35812.196493148804,110,130
35842.48447418213,110,129
35872.90930747986,110,129
35902.026891708374,110,129
35933.85672569275,110,129
35966.41397476196,110,129
35996.68550491333,110,128
36026.75199508667,110,128
36057.19518661499,110,127
36086.833477020264,110,127
36117.55919456482,110,127
36146.84534072876,110,126
36177.149295806885,110,126
36207.35764503479,111,126
36238.94190788269,111,126
36268.059492111206,111,125
36299.34573173523,111,125
36331.33101463318,111,125
36362.04981803894,111,124
36394.450664520264,111,124
36424.12877082825,111,124
36454.3080329895,111,124
36484.42339897156,111,124
36515.3067111969,111,124
36546.76151275635,111,123
36578.561544418335,111,123
36608.816385269165,111,123
36638.56077194214,111,122
36668.76435279846,111,122
36698.87709617615,111,122
36729.01749610901,111,122
36759.262800216675,111,121
36790.05217552185,111,121
36820.1789855957,110,121
36850.37803649902,110,121
36880.629539489746,110,121
36911.741971969604,111,121
36942.055225372314,111,121
36971.338510513306,112,121
37001.16801261902,113,121
37031.89015388489,113,121
37062.15476989746,113,121
37092.25559234619,113,121
37123.00968170166,113,120
37151.95965766907,113,119
37183.945417404175,113,119
37213.239669799805,114,119
37244.829416275024,114,119
37274.45721626282,114,119
37303.53498458862,115,120
37333.65273475647,115,120
37363.84057998657,115,120
37393.978118896484,115,120
37424.30782318115,115,120
37455.38091659546,115,120
37484.47299003601,115,120
37514.62388038635,115,120
37545.51911354065,115,120
37576.84063911438,115,119
37607.961654663086,115,119
37637.10618019104,115,119
37667.21177101135,116,120
37699.19037818909,116,120
37730.833530426025,116,120
37760.98275184631,116,120
37791.07594490051,116,120
37821.181774139404,116,119
37850.749254226685,115,119
37881.725549697876,115,119
37911.85522079468,115,118
37942.98195838928,115,118
37971.580266952515,116,119
38001.402139663696,116,119
38034.518241882324,116,119
38064.70465660095,116,119
38098.018407821655,117,119
38128.4761428833,117,119
38161.96870803833,117,120
38194.703340530396,117,120
38223.34170341492,117,121
38253.48687171936,117,121
38283.79559516907,117,121
38312.37244606018,117,121
38343.97292137146,117,121
38373.438358306885,116,121
38403.796672821045,116,121
38433.94351005554,116,121
38464.102268218994,115,121
38492.87819862366,115,121
38526.52096748352,115,121
38556.8585395813,115,122
38589.81251716614,115,122
38619.93598937988,116,122
38649.52778816223,116,123
38679.77285385132,116,123
38709.86986160278,116,124
38740.95416069031,116,124
38770.05481719971,117,125
38800.148487091064,117,125
38831.037282943726,117,125
38861.73486709595,118,126
38894.79923248291,118,127
38926.96762084961,118,127
38957.130670547485,118,127
38987.55073547363,118,127
39018.378019332886,118,128
39046.919107437134,118,129
39080.21020889282,118,129
39110.83149909973,119,129
39140.44976234436,119,129
39172.06859588623,118,130
39201.576471328735,118,131
39232.24592208862,118,131
39262.52841949463,118,131
39292.69075393677,118,132
39322.86810874939,118,132
39353.31177711487,119,133
39383.39829444885,119,133
39413.222312927246,119,135
39444.85020637512,119,136
39477.79726982117,119,136
39507.18069076538,119,136
39538.38014602661,119,136
39567.466735839844,119,137
39597.6128578186,119,138
39629.40049171448,119,138
39657.9806804657,119,139
39689.56279754639,119,139
39718.73164176941,119,140
39750.13470649719,119,141
39780.27534484863,119,141
39812.2935295105,119,142
39843.65510940552,119,143
39877.458572387695,119,143
39906.56089782715,118,144
39936.64360046387,118,144
39968.23167800903,118,145
39996.80256843567,118,145
40027.06813812256,118,145
40056.90407752991,117,146
40088.401556015015,117,146
40119.784116744995,117,147
40152.53734588623,117,148
40184.29183959961,117,148
40216.69602394104,116,149
40245.30363082886,116,151
40276.87191963196,116,151
40306.764364242554,116,152
40336.88259124756,116,152
40367.85268783569,117,154
40397.09663391113,117,155
40427.260398864746,117,155
40458.3854675293,118,156
40488.15703392029,118,156
40519.834995269775,118,156
40552.65307426453,118,156
40582.96179771423,118,156
40612.62512207031,118,157
48609.87997055054,98,308
48699.787855148315,98,305
48731.91809654236,98,305
48764.15276527405,98,304
48856.09149932861,98,302
48886.799812316895,98,302
48917.6070690155,99,301
48947.74055480957,98,300
48977.94985771179,98,300
49008.20517539978,98,299
49038.3882522583,98,298
49068.50028038025,98,298
49098.60110282898,98,298
49130.40351867676,98,298
49160.547494888306,97,295
49190.67358970642,97,295
49220.73435783386,97,295
49249.97019767761,97,293
49281.17752075195,97,291
49309.79537963867,97,291
49340.888023376465,97,291
49371.5558052063,97,289
49401.209115982056,97,286
49431.27918243408,97,286
49462.334871292114,97,285
49492.42186546326,97,285
49521.96192741394,97,283
49552.11901664734,97,280
49583.195209503174,97,280
49617.76399612427,98,278
49647.380113601685,98,275
49677.528858184814,98,275
49707.385778427124,98,271
49737.820863723755,98,271
49769.928216934204,98,266
49803.75146865845,98,263
49835.11161804199,98,263
49866.35231971741,98,261
49894.97995376587,98,261
49924.58367347717,98,260
49954.90741729736,98,260
49984.36236381531,98,260
50014.48035240173,98,257
50044.687271118164,98,256
50075.47950744629,98,256
50105.42321205139,98,254
50135.565519332886,98,254
50166.68105125427,98,252
50197.21484184265,97,249
50226.84741020203,97,249
50256.97326660156,97,247
50287.12058067322,97,246
50317.23976135254,97,246
50347.52130508423,96,245
50377.20489501953,96,245
50407.45425224304,96,240
50438.10963630676,96,237
50468.17994117737,96,237
50498.120069503784,95,235
50533.241748809814,95,235
50562.010049819946,94,231
50591.264486312866,93,229
50623.615026474,93,229
50655.23838996887,92,227
50685.36901473999,92,227
50714.662313461304,92,224
50745.07522583008,92,224
50774.62649345398,92,220
50807.2783946991,92,217
50836.46512031555,92,217
50865.670680999756,92,214
50896.599769592285,92,214
50927.18815803528,91,211
50957.27229118347,91,208
50986.85598373413,91,208
51018.322467803955,91,206
51046.92506790161,90,204
51077.04496383667,90,204
51107.757806777954,90,201
51138.66877555847,90,201
51169.7301864624,90,198
51200.41036605835,89,196
51230.49235343933,89,196
51260.597467422485,89,193
51290.8079624176,88,191
51321.96092605591,88,191
51351.07946395874,89,189
51381.34026527405,89,189
51411.56578063965,89,187
51441.79725646973,89,184
51472.51844406128,89,184
51502.16054916382,89,183
51533.86330604553,89,183
51561.49911880493,89,180
51594.284534454346,89,180
51626.452922821045,88,177
51655.07650375366,89,174
51685.26864051819,89,174
51715.43097496033,90,172
51745.1491355896,89,170
51775.75325965881,89,170
51806.37264251709,89,169
51837.08643913269,89,169
51866.73283576965,89,166
51897.414445877075,90,165
51927.57511138916,90,165
51957.73005485535,91,163
51987.90526390076,91,163
52018.03541183472,90,161
52048.180103302,90,160
52078.3314704895,90,160
52108.48903656006,90,158
52138.336420059204,90,158
52168.466091156006,91,156
52201.303243637085,91,156
52231.87184333801,90,154
52261.157512664795,90,152
52292.28234291077,91,150
52322.93653488159,91,150
52351.50623321533,92,149
52382.3516368866,92,149
52411.534547805786,94,147
52442.24143028259,95,146
52473.88672828674,95,146
52505.44357299805,96,144
52536.59439086914,96,144
52567.503690719604,96,144
52597.74613380432,98,143
52627.81238555908,98,141
52658.12849998474,99,140
52687.92510032654,99,140
52718.87516975403,100,139
52748.522996902466,100,138
52780.09748458862,100,138
52811.96737289429,101,137
52842.62013435364,102,137
52873.2054233551,102,137
52901.81374549866,103,136
52932.91211128235,103,136
52962.984561920166,105,136
52992.05660820007,105,135
53023.1728553772,105,135
53054.26025390625,106,134
53083.1983089447,106,134
53114.335775375366,107,132
53144.44017410278,109,132
53174.55840110779,109,132
53204.649448394775,110,131
53234.116077423096,110,131
53265.98119735718,110,132
53298.75993728638,110,131
53329.06436920166,110,131
53362.57553100586,110,131
53394.01960372925,111,131
53427.1080493927,111,131
53455.48725128174,111,131
53485.214710235596,111,131
53515.36774635315,111,131
53545.55010795593,112,131
53577.57902145386,112,131
53608.240604400635,112,131
53637.31551170349,112,131
53668.17235946655,113,131
53697.28064537048,113,132
53727.42676734924,113,132
53756.02102279663,113,132
53787.63818740845,113,132
53818.373680114746,114,132
53847.715854644775,114,132
53878.828048706055,114,132
53909.19733047485,115,132
53938.27199935913,115,132
53970.10374069214,116,132
54001.370429992676,117,131
54032.96518325806,117,131
54063.12656402588,118,131
54093.20044517517,118,131
54124.706506729126,117,132
54154.70862388611,117,133
54183.478116989136,117,133
54216.39347076416,116,134
54246.59204483032,116,135
54277.180433273315,116,135
54305.7758808136,115,136
54335.891008377075,115,136
54367.80571937561,114,136
54396.78692817688,113,137
54426.86200141907,113,137
54457.921266555786,113,138
54489.44711685181,113,138
54519.56057548523,113,138
54549.70574378967,112,138
54578.97138595581,112,138
54610.58163642883,112,137
54640.46239852905,112,137
54670.71270942688,112,137
54703.3326625824,111,137
54733.45994949341,111,137
54762.10141181946,111,137
54793.87402534485,110,137
54824.72848892212,110,137
54854.79760169983,110,138
54885.271310806274,110,138
54913.888692855835,110,138
54947.0112323761,110,138
54977.195739746094,110,138
55010.33687591553,110,138
55042.0823097229,110,138
55072.26824760437,109,139
55100.88920593262,109,140
55133.18967819214,109,140
55162.10198402405,109,140
55193.270683288574,109,140
55222.35584259033,109,140
55253.79300117493,109,140
55284.43884849548,109,140
55314.6436214447,109,140
55344.762325286865,109,140
55375.09059906006,109,140
55404.794692993164,109,140
55434.95750427246,109,140
55465.09122848511,109,141
55495.546102523804,109,141
55526.150941848755,109,141
55556.809186935425,109,142
55586.028814315796,109,142
55617.74969100952,108,143
55647.94993400574,108,143
55678.03597450256,108,143
55708.117723464966,108,143
55738.57092857361,108,143
55767.79317855835,108,143
55797.88136482239,108,143
55830.53231239319,108,143
55858.67977142334,107,143
55892.04144477844,107,143
55922.2366809845,107,143
55955.185651779175,107,143
55986.583948135376,107,143
56019.93918418884,107,143
56049.60918426514,107,143
56079.27751541138,107,143
56108.909606933594,106,144
56139.08267021179,106,144
56169.774770736694,106,144
56199.92518424988,106,144
56230.117321014404,106,144
56260.87999343872,106,145
56291.015625,105,145
56321.173429489136,105,145
56351.295471191406,105,145
56382.527351379395,105,145
56415.12489318848,105,145
56444.730281829834,105,145
56475.39448738098,105,145
56504.02283668518,105,146
56535.15267372131,105,146
56564.953565597534,105,146
56595.253467559814,105,146
56625.168800354004,105,146
56655.42197227478,105,147
56686.15007400513,105,147
56716.291189193726,104,147
56746.93846702576,104,147
56775.81191062927,104,147
56806.06436729431,104,147
56836.261510849,104,147
56867.70224571228,104,147
56899.362564086914,103,148
56928.237438201904,103,148
56959.78832244873,104,149
56992.97857284546,104,149
57022.60398864746,104,150
57053.752422332764,103,150
57083.667278289795,103,150
57112.85471916199,103,149
57145.13969421387,102,149
57175.24838447571,102,149
57205.371618270874,102,150
57235.47458648682,102,150
57265.57493209839,102,150
57295.18103599548,101,152
57325.65951347351,101,152
57355.85522651672,100,152
57389.70232009888,100,152
57418.773889541626,99,153
57448.56810569763,99,153
57479.46834564209,99,153
57510.613203048706,99,154
57540.91835021973,99,154
57571.10404968262,98,155
57600.21471977234,98,155
57631.3533782959,98,155
57660.61234474182,98,155
57690.64974784851,98,155
57722.48935699463,98,155
57752.421379089355,97,155
57785.47549247742,97,155
57815.815687179565,97,155
57848.23226928711,97,155
57878.53789329529,97,155
57908.65182876587,97,155
57941.609144210815,97,155
57972.81265258789,96,155
58001.96838378906,97,154
58032.10115432739,97,154
58062.265396118164,96,154
58091.91942214966,96,154
58124.27997589111,96,154
58156.235694885254,96,154
58187.78610229492,96,154
58218.36042404175,95,154
58248.85821342468,95,154
58281.22520446777,95,155
58312.1223449707,95,155
58342.84472465515,95,155
58372.12610244751,95,155
58403.94854545593,96,155
58434.08727645874,96,155
58466.64786338806,95,155
58497.028827667236,95,154
58527.16898918152,95,154
58558.15362930298,95,154
58587.873220443726,95,154
58618.48163604736,95,154
58648.71072769165,94,155
58678.49373817444,94,155
58710.383892059326,94,155
58744.26341056824,94,155
58774.38020706177,95,155
58808.26497077942,95,154
58837.854623794556,95,154
58869.86017227173,96,154
58901.67260169983,96,154
58931.96725845337,96,154
58960.644483566284,95,154
58990.60893058777,95,154
59022.91202545166,95,154
59054.75950241089,95,154
59088.178873062134,95,154
59118.2427406311,95,154
59151.721715927124,95,154
59181.89287185669,95,154
59213.37842941284,95,154
59247.18761444092,95,155
59277.146100997925,95,155
59310.07790565491,95,155
59341.7751789093,95,155
59372.583627700806,94,156
59404.836893081665,94,156
59437.5638961792,94,156
59469.40517425537,94,155
59499.68147277832,94,155
59530.32350540161,94,155
59559.88955497742,94,155
59590.57092666626,94,155
59620.25189399719,94,155
59650.561809539795,95,155
59684.73482131958,95,155
59713.82522583008,95,156
59744.34995651245,95,155
59773.78964424133,95,155
59802.523374557495,95,156
59833.74738693237,95,156
59864.442110061646,95,156
59896.85273170471,95,156
59930.19413948059,95,157
59959.92660522461,96,157
59989.30788040161,96,158
60020.17641067505,96,158
60052.21748352051,96,159
60084.50651168823,96,159
60116.63627624512,97,159
60149.99485015869,98,160
60180.901288986206,98,160
60211.90166473389,98,161
60243.919134140015,98,162
60272.41134643555,98,162
60302.72364616394,98,163
60334.83672142029,98,163
60365.76843261719,98,163
60398.40579032898,98,164
60429.60166931152,98,164
60459.82336997986,99,165
60492.19250679016,99,165
60525.28405189514,99,165
60554.948806762695,100,166
60585.79087257385,100,166
60618.46399307251,100,168
60647.85075187683,100,168
60678.03692817688,100,168
60710.29591560364,101,169
60743.44897270203,102,170
60774.23095703125,102,170
60806.39934539795,103,170
60837.53848075867,103,170
60868.4720993042,103,171
60900.67505836487,103,171
60934.36622619629,103,171
60965.27123451233,103,172
60997.734785079956,103,173
61030.23338317871,103,173
61062.138080596924,104,173
61091.75419807434,104,173
61122.101068496704,105,174
61152.854919433594,105,174
61185.2388381958,105,174
61219.27499771118,105,174
61249.213457107544,106,175
61279.67619895935,106,175
